Symbol,Exchange,Name,Last_Price,Market_Cap,IPO_Year,Sector,Industry
REXR,NYSE,"Rexford Industrial Realty, Inc.",37.01,3583136621.64,2013,Consumer Services,Real Estate Investment Trusts
REXR^A,NYSE,"Rexford Industrial Realty, Inc.",25.1,,1969,,
REXR^B,NYSE,"Rexford Industrial Realty, Inc.",25.3,,1969,,
REZI,NYSE,"Resideo Technologies, Inc.",19.89,2440228319.1,2018,Capital Goods,Wholesale Distributors
RF,NYSE,Regions Financial Corporation,15.12,15388157221.92,1969,Finance,Major Banks
RFAP,NASDAQ,First Trust RiverFront Dynamic Asia Pacific ETF,51.52,38640103.04,1969,,
RFDI,NASDAQ,First Trust RiverFront Dynamic Developed International ETF,57.645,340105615.29,1969,,
RFEM,NASDAQ,First Trust RiverFront Dynamic Emerging Markets ETF,65.1064,120446970.2128,1969,,
RFEU,NASDAQ,First Trust RiverFront Dynamic Europe ETF,60.2409,66265110.4818,1969,,
RFI,NYSE,"Cohen & Steers Total Return Realty Fund, Inc.",13.26,346643463.66,1993,,
RFIL,NASDAQ,"RF Industries, Ltd.",6.33,59229398.55,1969,Capital Goods,Electrical Products
RFL,AMEX,"Rafael Holdings, Inc.",14.15,197042796.9,2018,Finance,Real Estate
RFP,NYSE,Resolute Forest Products Inc.,7.78,709604557.36,1969,Basic Industries,Paper
RF^A,NYSE,Regions Financial Corporation,25.76,,1969,,
RF^B,NYSE,Regions Financial Corporation,27.39,,1969,,
RGA,NYSE,"Reinsurance Group of America, Incorporated",146.22,9188446814.94,1969,Finance,Life Insurance
RGCO,NASDAQ,RGC Resources Inc.,26.1,209399490.9,1969,Public Utilities,Oil & Gas Production
RGEN,NASDAQ,Repligen Corporation,58.24,2557987461.12,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLD,NASDAQ,"Royal Gold, Inc.",93.25,6109454655.0,1969,Basic Industries,Precious Metals
RGLS,NASDAQ,Regulus Therapeutics Inc.,1.08,11603435.76,2012,Health Care,Major Pharmaceuticals
RGNX,NASDAQ,REGENXBIO Inc.,55.9,2035806224.4,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGR,NYSE,"Sturm, Ruger & Company, Inc.",54.19,946049020.0,1969,Capital Goods,Ordnance And Accessories
RGS,NYSE,Regis Corporation,20.49,824425927.74,1991,Consumer Services,Other Consumer Services
RGT,NYSE,"Royce Global Value Trust, Inc.",10.32,108174508.32,2013,,
RH,NYSE,RH,115.53,2365847947.89,2012,Consumer Services,Other Specialty Stores
RHE,AMEX,"Regional Health Properties, Inc.",1.13,1900965.1,2017,Health Care,Hospital/Nursing Management
RHE^A,AMEX,"Regional Health Properties, Inc.",3.65,,1969,,
RHI,NYSE,Robert Half International Inc.,65.6,7811548944.0,1969,Technology,Professional Services
RHP,NYSE,"Ryman Hospitality Properties, Inc.",83.25,4281594203.25,1969,Consumer Services,Real Estate Investment Trusts
RHT,NYSE,"Red Hat, Inc.",183.0,32347165644.0,1969,Technology,"Computer Software: Programming, Data Processing"
RIBT,NASDAQ,RiceBran Technologies,3.1,102373339.8,1969,Consumer Non-Durables,Packaged Foods
RICK,NASDAQ,"RCI Hospitality Holdings, Inc.",23.84,231021520.0,1995,Consumer Services,Restaurants
RIF,AMEX,RMR Real Estate Income Fund,18.61,189859387.49,1969,,
RIG,NYSE,Transocean Ltd.,8.86,5407805326.5,1969,Energy,Oil & Gas Production
RIGL,NASDAQ,"Rigel Pharmaceuticals, Inc.",2.45,409588765.6,2000,Health Care,Major Pharmaceuticals
RILY,NASDAQ,"B. Riley Financial, Inc.",17.13,456446716.59,1969,Miscellaneous,Business Services
RILYG,NASDAQ,"B. Riley Financial, Inc.",24.8854,,1969,Miscellaneous,Business Services
RILYH,NASDAQ,"B. Riley Financial, Inc.",25.97,,1969,Miscellaneous,Business Services
RILYI,NASDAQ,"B. Riley Financial, Inc.",25.4,,1969,Miscellaneous,Business Services
RILYL,NASDAQ,"B. Riley Financial, Inc.",25.6,,1969,Miscellaneous,Business Services
RILYZ,NASDAQ,"B. Riley Financial, Inc.",25.11,,1969,Miscellaneous,Business Services
RING,NASDAQ,iShares MSCI Global Gold Miners ETF,17.71,218718500.0,1969,,
RIO,NYSE,Rio Tinto Plc,62.4,105962483203.2,2002,Basic Industries,Precious Metals
RIOT,NASDAQ,"Riot Blockchain, Inc",4.89,72190136.01,1969,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RIV,NYSE,"RiverNorth Opportunities Fund, Inc.",16.83,89707686.75,2015,,
RIVE,NASDAQ,Riverview Financial Corporation,11.0,100648009.0,1969,Finance,Major Banks
RJF,NYSE,"Raymond James Financial, Inc.",85.61,12074261895.85,1969,Finance,Investment Bankers/Brokers/Service
RKDA,NASDAQ,"Arcadia Biosciences, Inc.",6.55,31292094.45,2015,Basic Industries,Agricultural Chemicals
RL,NYSE,Ralph Lauren Corporation,126.46,9942532049.92,1997,Consumer Non-Durables,Apparel
RLGT,AMEX,"Radiant Logistics, Inc.",6.27,310434897.96,1969,Transportation,Oil Refining/Marketing
RLGY,NYSE,Realogy Holdings Corp.,12.64,1443454794.72,2012,Finance,Real Estate
RLH,NYSE,Red Lion Hotels Corporation,7.87,193626247.47,1969,Consumer Services,Hotels/Resorts
RLI,NYSE,RLI Corp.,72.57,3231638110.11,1969,Finance,Property-Casualty Insurers
RLJ,NYSE,RLJ Lodging Trust,18.48,3209637705.12,2011,Consumer Services,Real Estate Investment Trusts
RLJ^A,NYSE,RLJ Lodging Trust,25.32,,1969,,
RLM,NASDAQ,Realm Therapeutics plc,4.03,7640259.38,1969,Health Care,Major Pharmaceuticals
RM,NYSE,Regional Management Corp.,25.28,300368314.24,2012,Finance,Finance: Consumer Services
RMAX,NYSE,"RE/MAX Holdings, Inc.",41.27,732724789.59,2013,Finance,Real Estate
RMBL,NASDAQ,"RumbleOn, Inc.",5.28,106059993.6,1969,Technology,EDP Services
RMBS,NASDAQ,"Rambus, Inc.",11.15,1226840242.25,1997,Technology,Semiconductors
RMCF,NASDAQ,"Rocky Mountain Chocolate Factory, Inc.",9.2,54727672.0,1969,Consumer Non-Durables,Specialty Foods
RMD,NYSE,ResMed Inc.,101.62,14562146914.58,1969,Health Care,Medical/Dental Instruments
RMED,NYSE,"Ra Medical Systems, Inc.",3.48,44158593.48,2018,Health Care,Medical/Dental Instruments
RMG,NYSE,RMG Acquisition Corp.,9.77,,2019,Finance,Business Services
RMG.U,NYSE,RMG Acquisition Corp.,0.0,0.0,2019,,
RMG.WS,NYSE,RMG Acquisition Corp.,0.0,0.0,1969,,
RMI,NYSE,"RiverNorth Opportunistic Municipal Income Fund, Inc.",20.94,124593000.0,2018,,
RMNI,NASDAQ,"Rimini Street, Inc.",5.0,326000000.0,2015,Miscellaneous,Business Services
RMPL^,NYSE,RiverNorth Marketplace Lending Corporation,25.6287,,1969,,
RMR,NASDAQ,The RMR Group Inc.,62.62,1955602999.94,1969,Consumer Services,Professional Services
RMT,NYSE,"Royce Micro-Cap Trust, Inc.",8.51,344655672.29,1969,,
RMTI,NASDAQ,"Rockwell Medical, Inc.",5.16,294627367.32,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RNDB,NASDAQ,"Randolph Bancorp, Inc.",15.2,89661653.6,2016,Finance,Major Banks
RNDM,NASDAQ,First Trust Developed International Equity Select ETF,50.19,25095100.38,1969,,
RNDV,NASDAQ,First Trust US Equity Dividend Select ETF,22.06,5515044.12,1969,,
RNEM,NASDAQ,First Trust Emerging Markets Equity Select ETF,52.35,13087604.7,1969,,
RNET,NASDAQ,"RigNet, Inc.",10.21,198802136.36,2010,Consumer Services,Telecommunications Equipment
RNG,NYSE,"Ringcentral, Inc.",103.29,8391837985.74,2013,Technology,EDP Services
RNGR,NYSE,"Ranger Energy Services, Inc.",8.4,75028783.2,2017,Energy,Oilfield Services/Equipment
RNLC,NASDAQ,First Trust Large Cap US Equity Select ETF,22.6264,19232485.2528,1969,,
RNMC,NASDAQ,First Trust Mid Cap US Equity Select ETF,21.996,14297443.992,1969,,
RNN,AMEX,"Rexahn Pharmaceuticals, Inc.",0.58,28004137.1,1969,Health Care,Major Pharmaceuticals
RNP,NYSE,"Cohen & Steers REIT and Preferred and Income Fund,",20.8,989388108.8,2003,,
RNR,NYSE,RenaissanceRe Holdings Ltd.,145.52,6395089004.72,1969,Finance,Property-Casualty Insurers
RNR^C,NYSE,RenaissanceRe Holdings Ltd.,26.0183,,1969,,
RNR^E,NYSE,RenaissanceRe Holdings Ltd.,24.31,,1969,,
RNR^F,NYSE,RenaissanceRe Holdings Ltd.,25.1,,1969,,
RNSC,NASDAQ,First Trust Small Cap US Equity Select ETF,21.4865,5371667.972999998,1969,,
RNST,NASDAQ,Renasant Corporation,34.44,2019314183.04,1969,Finance,Major Banks
RNWK,NASDAQ,"RealNetworks, Inc.",2.84,107507632.0,1997,Technology,EDP Services
ROAD,NASDAQ,"Construction Partners, Inc.",12.27,630857375.13,2018,Basic Industries,Military/Government/Technical
ROAN,NYSE,"Roan Resources, Inc.",5.7,869475332.4,1969,Energy,Oil & Gas Production
ROBO,NASDAQ,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,40.77,187542000.0,1969,,
ROBT,NASDAQ,First Trust Nasdaq Artificial Intelligence and Robotics ETF,32.8363,37761810.6726,1969,,
ROCK,NASDAQ,"Gibraltar Industries, Inc.",40.86,1314494475.12,1993,Capital Goods,Steel/Iron Ore
ROG,NYSE,Rogers Corporation,169.46,3140718599.02,1969,Basic Industries,Major Chemicals
ROIC,NASDAQ,Retail Opportunity Investments Corp.,17.66,2015413504.5,1969,Consumer Services,Real Estate Investment Trusts
ROK,NYSE,"Rockwell Automation, Inc.",182.86,21859809622.76,1969,Capital Goods,Industrial Machinery/Components
ROKU,NASDAQ,"Roku, Inc.",58.57,6443175471.26,2017,Consumer Services,Television Services
ROL,NYSE,"Rollins, Inc.",41.84,13703891056.88,1969,Finance,Diversified Commercial Services
ROLL,NASDAQ,RBC Bearings Incorporated,128.06,3177915189.8,2005,Capital Goods,Metal Fabrications
ROP,NYSE,"Roper Technologies, Inc.",342.92,35529180603.44,1992,Capital Goods,Industrial Machinery/Components
ROSE,NASDAQ,Rosehill Resources Inc.,3.78,52013314.08,2016,Energy,Oil & Gas Production
ROSEU,NASDAQ,Rosehill Resources Inc.,3.9,,2016,Energy,Oil & Gas Production
ROSEW,NASDAQ,Rosehill Resources Inc.,0.48,,2016,Energy,Oil & Gas Production
ROST,NASDAQ,"Ross Stores, Inc.",98.34,36134172033.3,1985,Consumer Services,Clothing/Shoe/Accessory Stores
ROX,AMEX,"Castle Brands, Inc.",0.6941,117318514.4736,2006,Consumer Non-Durables,Beverages (Production/Distribution)
ROYT,NYSE,Pacific Coast Oil Trust,2.32,89512926.56,2012,Energy,Oil & Gas Production
RP,NASDAQ,"RealPage, Inc.",62.73,5870910109.5,2010,Technology,Computer Software: Prepackaged Software
RPAI,NYSE,"Retail Properties of America, Inc.",12.52,2674078941.6,2012,Consumer Services,Real Estate Investment Trusts
RPD,NASDAQ,"Rapid7, Inc.",53.05,2545995175.45,2015,Technology,Computer Software: Prepackaged Software
RPIBC,NASDAQ,Managed Portfolio Series,99.95,12493750.0,1969,,
RPLA.U,NYSE,Replay Acquisition Corp.,0.0,0.0,2019,,
RPM,NYSE,RPM International Inc.,60.72,7958890455.12,1969,Basic Industries,Paints/Coatings
RPT,NYSE,RPT Realty,12.1,972300606.2,1969,Consumer Services,Real Estate Investment Trusts
RPT^D,NYSE,RPT Realty,50.5092,,1969,,
RQI,NYSE,Cohen & Steers Quality Income Realty Fund Inc,12.93,1411456927.86,2002,,
RRC,NYSE,Range Resources Corporation,10.55,2649494674.8,1969,Energy,Oil & Gas Production
RRD,NYSE,R.R. Donnelley & Sons Company,4.5,318728794.5,1969,Miscellaneous,Publishing
RRD,NASDAQ,R.R. Donnelley & Sons Company,4.5,318728794.5,1969,Miscellaneous,Publishing
RRGB,NASDAQ,"Red Robin Gourmet Burgers, Inc.",28.34,367517229.3,2002,Consumer Services,Restaurants
RRR,NASDAQ,"Red Rock Resorts, Inc.",27.36,3190859288.64,2016,Consumer Services,Hotels/Resorts
RRTS,NYSE,"Roadrunner Transportation Systems, Inc.",10.74,10085271191.64,2010,Transportation,Oil Refining/Marketing
RS,NYSE,Reliance Steel & Aluminum Co.,91.36,6142583752.96,1994,Basic Industries,Metal Fabrications
RSG,NYSE,"Republic Services, Inc.",79.65,25621641389.7,1998,Public Utilities,Environmental Services
RST,NYSE,Rosetta Stone,23.37,540507833.49,2009,Technology,Computer Software: Prepackaged Software
RTEC,NYSE,"Rudolph Technologies, Inc.",23.66,731894181.2,1999,Capital Goods,Industrial Machinery/Components
RTIX,NASDAQ,"RTI Surgical Holdings, Inc.",5.32,391389410.16,2000,Health Care,Industrial Specialties
RTN,NYSE,Raytheon Company,178.6,50407885400.0,1969,Capital Goods,Industrial Machinery/Components
RTRX,NASDAQ,"Retrophin, Inc.",22.2,919891676.4,1969,Health Care,Major Pharmaceuticals
RTTR,NASDAQ,"Ritter Pharmaceuticals, Inc.",0.9333,8439208.4556,2015,Health Care,Major Pharmaceuticals
RTW,NYSE,"RTW Retailwinds, Inc.",2.3,149171104.6,1969,Consumer Services,Clothing/Shoe/Accessory Stores
RUBI,NYSE,"The Rubicon Project, Inc.",6.17,319632783.97,2014,Technology,"Computer Software: Programming, Data Processing"
RUBY,NASDAQ,"Rubius Therapeutics, Inc.",19.23,1529361226.95,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUHN,NASDAQ,Ruhnn Holding Limited,6.54,65400000.0,2019,Consumer Services,Catalog/Specialty Distribution
RUN,NASDAQ,Sunrun Inc.,15.84,1804173323.04,2015,Capital Goods,Industrial Specialties
RUSHA,NASDAQ,"Rush Enterprises, Inc.",43.25,1219173125.5,1969,Consumer Durables,Automotive Aftermarket
RUSHB,NASDAQ,"Rush Enterprises, Inc.",42.43,368799438.5,1969,Consumer Durables,Automotive Aftermarket
RUTH,NASDAQ,"Ruth&#39;s Hospitality Group, Inc.",25.24,768486066.0,2005,Consumer Services,Restaurants
RVEN,NASDAQ,"Reven Housing REIT, Inc.",3.75,41351055.0,1969,Consumer Services,Real Estate Investment Trusts
RVI,NYSE,Retail Value Inc.,34.08,648986769.12,2018,Finance,Real Estate
RVLT,NASDAQ,"Revolution Lighting Technologies, Inc.",0.2652,6236973.6,1969,Consumer Durables,Building Products
RVNC,NASDAQ,"Revance Therapeutics, Inc.",14.43,635349985.14,2014,Health Care,Major Pharmaceuticals
RVP,AMEX,"Retractable Technologies, Inc.",0.741,24205842.414,1969,Health Care,Medical/Dental Instruments
RVSB,NASDAQ,Riverview Bancorp Inc,7.45,168427454.4,1969,Finance,Savings Institutions
RVT,NYSE,"Royce Value Trust, Inc.",14.23,1351992641.52,1986,,
RWGE,NYSE,Regalwood Global Energy Ltd.,10.14,304200000.0,2018,Finance,Business Services
RWGE.U,NYSE,Regalwood Global Energy Ltd.,0.0,0.0,2017,,
RWGE.WS,NYSE,Regalwood Global Energy Ltd.,0.0,0.0,1969,,
RWLK,NASDAQ,ReWalk Robotics Ltd.,3.77,556112.7,2014,Health Care,Industrial Specialties
RWT,NYSE,"Redwood Trust, Inc.",16.12,1558147110.0,1995,Consumer Services,Real Estate Investment Trusts
RXN,NYSE,Rexnord Corporation,26.73,2800519421.04,2012,Technology,Industrial Machinery/Components
RXN^A,NYSE,Rexnord Corporation,56.19,,1969,,
RY,NYSE,Royal Bank Of Canada,77.64,111452571398.64,1969,Finance,Commercial Banks
RYAAY,NASDAQ,Ryanair Holdings plc,73.04,7364314752.08,1997,Transportation,Air Freight/Delivery Services
RYAM,NYSE,Rayonier Advanced Materials Inc.,14.42,718097643.34,2014,Basic Industries,Major Chemicals
RYAM^A,NYSE,Rayonier Advanced Materials Inc.,104.0132,,1969,,
RYB,NYSE,"RYB Education, Inc.",7.39,215889989.39,2017,Consumer Services,Other Consumer Services
RYI,NYSE,Ryerson Holding Corporation,8.61,322392883.05,2014,Basic Industries,Metal Fabrications
RYN,NYSE,Rayonier Inc.,31.89,4129330544.1,1969,Consumer Services,Real Estate Investment Trusts
RYTM,NASDAQ,"Rhythm Pharmaceuticals, Inc.",27.38,942579225.4,2017,Health Care,Major Pharmaceuticals
RY^T,NYSE,Royal Bank Of Canada,30.39,,1969,,
RZA,NYSE,"Reinsurance Group of America, Incorporated",27.04,,1969,Finance,Life Insurance
RZB,NYSE,"Reinsurance Group of America, Incorporated",26.84,,2016,Finance,Life Insurance
S,NYSE,Sprint Corporation,5.94,24225201578.16,2013,Public Utilities,Telecommunications Equipment
SA,NYSE,"Seabridge Gold, Inc.",11.56,712709223.32,1969,Basic Industries,Precious Metals
SAB,NYSE,Saratoga Investment Corp,25.6,,2016,,
SABR,NASDAQ,Sabre Corporation,21.88,6028560429.28,2014,Technology,"Computer Software: Programming, Data Processing"
SACH,AMEX,Sachem Capital Corp.,4.55,72573664.8,2017,Consumer Services,Real Estate Investment Trusts
SAEX,NASDAQ,"SAExploration Holdings, Inc.",3.9,15803412.3,1969,Energy,Oil & Gas Production
SAF,NYSE,Saratoga Investment Corp,25.57,,2018,,
SAFE,NYSE,Safehold Inc.,22.67,414315582.47,2017,Consumer Services,Real Estate
SAFM,NASDAQ,"Sanderson Farms, Inc.",132.95,2945703218.3,1987,Consumer Non-Durables,Meat/Poultry/Fish
SAFT,NASDAQ,"Safety Insurance Group, Inc.",90.77,1396386981.38,2002,Finance,Property-Casualty Insurers
SAGE,NASDAQ,"Sage Therapeutics, Inc.",170.97,8706816681.27,2014,Health Care,Major Pharmaceuticals
SAH,NYSE,"Sonic Automotive, Inc.",15.69,674528586.03,1997,Consumer Durables,Automotive Aftermarket
SAIA,NASDAQ,"Saia, Inc.",63.13,1631601226.13,1969,Transportation,Trucking Freight/Courier Services
SAIC,NYSE,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,74.92,4444296804.72,1969,Technology,EDP Services
SAIL,NYSE,"SailPoint Technologies Holdings, Inc.",27.86,2466331044.66,2017,Technology,Computer Software: Prepackaged Software
SAL,NASDAQ,"Salisbury Bancorp, Inc.",40.26,113001003.06,1969,Finance,Savings Institutions
SALM,NASDAQ,"Salem Media Group, Inc.",2.37,48898825.92,1999,Consumer Services,Broadcasting
SALT,NYSE,Scorpio Bulkers Inc.,4.38,311931590.04,2013,Transportation,Marine Transportation
SAM,NYSE,"Boston Beer Company, Inc. (The)",268.05,2341577043.9,1969,Consumer Non-Durables,Beverages (Production/Distribution)
SAMA,NASDAQ,Schultze Special Purpose Acquisition Corp.,9.82,159575000.0,2019,Finance,Business Services
SAMAU,NASDAQ,Schultze Special Purpose Acquisition Corp.,10.11,,2018,Finance,Business Services
SAMAW,NASDAQ,Schultze Special Purpose Acquisition Corp.,0.36,,2019,Finance,Business Services
SAMG,NASDAQ,Silvercrest Asset Management Group Inc.,14.08,189406961.92,2013,Finance,Investment Managers
SAN,NYSE,"Banco Santander, S.A.",4.91,79721578055.22,1969,Finance,Commercial Banks
SAND          ,AMEX,Sandstorm Gold Ltd,5.62,1009516413.1,1969,Basic Industries,Precious Metals
SANM,NASDAQ,Sanmina Corporation,31.24,2137740797.72,1993,Technology,Electrical Products
SANW,NASDAQ,S&W Seed Company,2.44,81182894.32,1969,Consumer Non-Durables,Farming/Seeds/Milling
SAN^B,NYSE,"Banco Santander, S.A.",22.938,,1969,,
SAP,NYSE,SAP SE,112.27,134011071803.06,1969,Technology,Computer Software: Prepackaged Software
SAR,NYSE,Saratoga Investment Corp,23.55,177573075.9,1969,,
SASR,NASDAQ,"Sandy Spring Bancorp, Inc.",32.67,1167779675.7,1969,Finance,Major Banks
SATS,NASDAQ,EchoStar Corporation,39.08,1862490623.72,1969,Technology,Radio And Television Broadcasting And Communications Equipment
SAUC,NASDAQ,"Diversified Restaurant Holdings, Inc.",0.87,28869101.25,1969,Consumer Services,Restaurants
SAVA,NASDAQ,"Cassava Sciences, Inc.",1.17,20146581.0,1969,Health Care,Major Pharmaceuticals
SAVE,NYSE,"Spirit Airlines, Inc.",56.84,3890032801.48,1969,Transportation,Air Freight/Delivery Services
SAVE,NASDAQ,"Spirit Airlines, Inc.",56.84,3890032801.48,1969,Transportation,Air Freight/Delivery Services
SB,NYSE,"Safe Bulkers, Inc",1.52,153873732.88,2008,Transportation,Marine Transportation
SBAC,NASDAQ,SBA Communications Corporation,202.53,22900839954.48,1999,Consumer Services,Real Estate Investment Trusts
SBBP,NASDAQ,Strongbridge Biopharma plc,4.7,254547055.6,2015,Health Care,Major Pharmaceuticals
SBBX,NASDAQ,SB One Bancorp,22.33,212173876.53,1969,Finance,Major Banks
SBCF,NASDAQ,Seacoast Banking Corporation of Florida,27.34,1405739248.96,1969,Finance,Major Banks
SBFG,NASDAQ,"SB Financial Group, Inc.",18.09,117167880.78,1969,Finance,Major Banks
SBFGP,NASDAQ,"SB Financial Group, Inc.",18.0,269910.0,1969,Finance,Major Banks
SBGI,NASDAQ,"Sinclair Broadcast Group, Inc.",43.66,3990203142.66,1995,Consumer Services,Broadcasting
SBGL,NYSE,Sibanye Gold Limited,3.94,2231891145.96,1969,Basic Industries,Precious Metals
SBH,NYSE,"Sally Beauty Holdings, Inc.",18.92,2280821495.48,1969,Consumer Services,Other Specialty Stores
SBI,NYSE,Western Asset Intermediate Muni Fund Inc,8.8,123924372.0,1992,,
SBLK,NASDAQ,Star Bulk Carriers Corp.,7.9,726540990.6,1969,Transportation,Marine Transportation
SBLKZ,NASDAQ,Star Bulk Carriers Corp.,25.57,,1969,Transportation,Marine Transportation
SBNA,NYSE,Scorpio Tankers Inc.,25.5391,,2014,Transportation,Marine Transportation
SBNY,NASDAQ,Signature Bank,130.56,7193310520.32,2004,Finance,Major Banks
SBOT,NASDAQ,"Stellar Biotechnologies, Inc.",1.09,5810479.35,1969,Health Care,Major Pharmaceuticals
SBOW,NYSE,"SilverBow Resorces, Inc.",21.33,249822719.1,1969,Energy,Oil & Gas Production
SBPH,NASDAQ,"Spring Bank Pharmaceuticals, Inc.",9.93,163218367.35,2016,Health Care,Major Pharmaceuticals
SBR,NYSE,Sabine Royalty Trust,49.62,723427098.9,1969,Energy,Oil & Gas Production
SBRA,NASDAQ,"Sabra Health Care REIT, Inc.",19.48,3473733423.08,1969,Consumer Services,Real Estate Investment Trusts
SBS,NYSE,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,10.47,7156348328.43,2002,Public Utilities,Water Supply
SBSI,NASDAQ,"Southside Bancshares, Inc.",33.99,1146056601.36,1969,Finance,Major Banks
SBT,NASDAQ,"Sterling Bancorp, Inc.",9.84,510593703.36,2017,Finance,Savings Institutions
SBUX,NASDAQ,Starbucks Corporation,75.48,93866928000.0,1992,Consumer Services,Restaurants
SB^C,NYSE,"Safe Bulkers, Inc",22.6,,1969,,
SB^D,NYSE,"Safe Bulkers, Inc",22.281,,1969,,
SC,NYSE,Santander Consumer USA Holdings Inc.,22.07,7754634554.56,2014,Finance,Finance: Consumer Services
SCA,NYSE,Stellus Capital Investment Corporation,25.3699,,1969,,
SCCO,NYSE,Southern Copper Corporation,41.07,31748936341.83,1969,Basic Industries,Precious Metals
SCD,NYSE,LMP Capital and Income Fund Inc.,12.99,233603456.7,2004,,
SCE^B,AMEX,Southern California Edison Company,18.75,,1969,,
SCE^C,AMEX,Southern California Edison Company,19.69,,1969,,
SCE^D,AMEX,Southern California Edison Company,19.7,,1969,,
